dataset,partition,client_id,mean_effective_lambda,observations,source
TinyImageNet,beta_0.3,67,0.18579643592238426,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.3/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.3,68,0.17394397556781768,5,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.3/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.3,69,0.19811501502990722,5,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.3/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.3,70,0.17565075556437174,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.3/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.3,71,0.16885250061750412,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.3/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.3,72,0.16398990650971731,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.3/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.3,73,0.15051451325416565,1,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.3/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.3,74,0.15498191118240356,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.3/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.3,75,0.17415516078472137,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.3/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.3,76,0.16794057488441466,5,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.3/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.3,77,0.15153568983078003,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.3/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.3,78,0.17027894407510757,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.3/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.3,79,0.17170725017786026,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.3/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.3,80,0.16835623979568481,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.3/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.3,82,0.1563915858666102,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.3/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.3,83,0.13388286530971527,1,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.3/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.3,84,0.1587743510802587,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.3/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.3,85,0.1694985181093216,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.3/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.3,86,0.1537475511431694,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.3/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.3,87,0.1497075855731964,5,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.3/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.3,88,0.17648295064767203,6,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.3/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.3,89,0.16380072385072708,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.3/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.3,90,0.16807662323117256,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.3/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.3,91,0.16952216625213623,1,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.3/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.3,92,0.15469881892204285,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.3/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.3,93,0.16433677822351456,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.3/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.3,94,0.16407960653305054,1,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.3/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.3,95,0.1583225280046463,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.3/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.3,96,0.15420469641685486,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.3/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.3,97,0.18091686815023422,6,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.3/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.3,98,0.16647794842720032,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.3/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.3,99,0.14809049665927887,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.3/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.3_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,0,0.11317900009453297,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,1,0.11409646272659302,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,2,0.10391213993231456,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,3,0.10516052506864071,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,4,0.11911564444502194,6,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,6,0.10852759331464767,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,7,0.1111440122127533,5,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,8,0.07003887742757797,1,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,9,0.09572172164916992,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,10,0.11037293076515198,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,11,0.09551023319363594,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,12,0.10813365876674652,1,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,13,0.10951964805523555,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,14,0.12789972871541977,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,15,0.06958295851945877,5,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,16,0.10461526736617088,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,17,0.11045897379517555,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,18,0.13863133639097214,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,19,0.10075729340314865,5,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,20,0.0854848325252533,1,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,21,0.10876421630382538,1,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,22,0.10340192168951035,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,23,0.10498658567667007,6,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,24,0.09021083762248357,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,25,0.09919363260269165,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,26,0.10764558985829353,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,27,0.09067680438359578,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,28,0.11142648756504059,1,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,29,0.14441635608673095,5,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,30,0.10908617824316025,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,31,0.09986130148172379,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,32,0.0995185561478138,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,34,0.0955546423792839,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,35,0.12073725461959839,1,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,36,0.09688346832990646,5,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,37,0.0839509665966034,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,38,0.11804917752742768,5,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,39,0.09937605013449986,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,40,0.10185062885284424,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,41,0.09744585305452347,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,42,0.13538750261068344,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,43,0.08277258773644765,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,44,0.07915405184030533,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,46,0.09769830293953419,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,beta_0.1,47,0.08876729508241017,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/beta_0.1/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_beta_0.1_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
