dataset,partition,client_id,mean_effective_lambda,observations,source
CIFAR-100,beta_0.1,66,0.0878174901008606,5,/home/minss/fl/DXFL/logs/lambda/adaptive/logs_js_granularity_temperature_canonical_no_feature/beta_0.1/seed0/js_client/cifar100_beta_0.1_js_client_tkd1p00_canonical_nofeat_seed0_r500.pkl
CIFAR-100,beta_0.1,67,0.07535649836063385,1,/home/minss/fl/DXFL/logs/lambda/adaptive/logs_js_granularity_temperature_canonical_no_feature/beta_0.1/seed0/js_client/cifar100_beta_0.1_js_client_tkd1p00_canonical_nofeat_seed0_r500.pkl
CIFAR-100,beta_0.1,68,0.09746908023953438,2,/home/minss/fl/DXFL/logs/lambda/adaptive/logs_js_granularity_temperature_canonical_no_feature/beta_0.1/seed0/js_client/cifar100_beta_0.1_js_client_tkd1p00_canonical_nofeat_seed0_r500.pkl
CIFAR-100,beta_0.1,69,0.12874624133110046,3,/home/minss/fl/DXFL/logs/lambda/adaptive/logs_js_granularity_temperature_canonical_no_feature/beta_0.1/seed0/js_client/cifar100_beta_0.1_js_client_tkd1p00_canonical_nofeat_seed0_r500.pkl
CIFAR-100,beta_0.1,70,0.07111810644467671,3,/home/minss/fl/DXFL/logs/lambda/adaptive/logs_js_granularity_temperature_canonical_no_feature/beta_0.1/seed0/js_client/cifar100_beta_0.1_js_client_tkd1p00_canonical_nofeat_seed0_r500.pkl
CIFAR-100,beta_0.1,72,0.10329441130161285,5,/home/minss/fl/DXFL/logs/lambda/adaptive/logs_js_granularity_temperature_canonical_no_feature/beta_0.1/seed0/js_client/cifar100_beta_0.1_js_client_tkd1p00_canonical_nofeat_seed0_r500.pkl
CIFAR-100,beta_0.1,73,0.09397558271884918,5,/home/minss/fl/DXFL/logs/lambda/adaptive/logs_js_granularity_temperature_canonical_no_feature/beta_0.1/seed0/js_client/cifar100_beta_0.1_js_client_tkd1p00_canonical_nofeat_seed0_r500.pkl
CIFAR-100,beta_0.1,74,0.09322405904531479,5,/home/minss/fl/DXFL/logs/lambda/adaptive/logs_js_granularity_temperature_canonical_no_feature/beta_0.1/seed0/js_client/cifar100_beta_0.1_js_client_tkd1p00_canonical_nofeat_seed0_r500.pkl
CIFAR-100,beta_0.1,75,0.09889044240117073,2,/home/minss/fl/DXFL/logs/lambda/adaptive/logs_js_granularity_temperature_canonical_no_feature/beta_0.1/seed0/js_client/cifar100_beta_0.1_js_client_tkd1p00_canonical_nofeat_seed0_r500.pkl
CIFAR-100,beta_0.1,77,0.09001162275671959,4,/home/minss/fl/DXFL/logs/lambda/adaptive/logs_js_granularity_temperature_canonical_no_feature/beta_0.1/seed0/js_client/cifar100_beta_0.1_js_client_tkd1p00_canonical_nofeat_seed0_r500.pkl
CIFAR-100,beta_0.1,79,0.08981200307607651,2,/home/minss/fl/DXFL/logs/lambda/adaptive/logs_js_granularity_temperature_canonical_no_feature/beta_0.1/seed0/js_client/cifar100_beta_0.1_js_client_tkd1p00_canonical_nofeat_seed0_r500.pkl
CIFAR-100,beta_0.1,80,0.0711669996380806,2,/home/minss/fl/DXFL/logs/lambda/adaptive/logs_js_granularity_temperature_canonical_no_feature/beta_0.1/seed0/js_client/cifar100_beta_0.1_js_client_tkd1p00_canonical_nofeat_seed0_r500.pkl
CIFAR-100,beta_0.1,81,0.07481800019741058,1,/home/minss/fl/DXFL/logs/lambda/adaptive/logs_js_granularity_temperature_canonical_no_feature/beta_0.1/seed0/js_client/cifar100_beta_0.1_js_client_tkd1p00_canonical_nofeat_seed0_r500.pkl
CIFAR-100,beta_0.1,82,0.1303458884358406,2,/home/minss/fl/DXFL/logs/lambda/adaptive/logs_js_granularity_temperature_canonical_no_feature/beta_0.1/seed0/js_client/cifar100_beta_0.1_js_client_tkd1p00_canonical_nofeat_seed0_r500.pkl
CIFAR-100,beta_0.1,83,0.0929790511727333,2,/home/minss/fl/DXFL/logs/lambda/adaptive/logs_js_granularity_temperature_canonical_no_feature/beta_0.1/seed0/js_client/cifar100_beta_0.1_js_client_tkd1p00_canonical_nofeat_seed0_r500.pkl
CIFAR-100,beta_0.1,84,0.1041293554008007,4,/home/minss/fl/DXFL/logs/lambda/adaptive/logs_js_granularity_temperature_canonical_no_feature/beta_0.1/seed0/js_client/cifar100_beta_0.1_js_client_tkd1p00_canonical_nofeat_seed0_r500.pkl
CIFAR-100,beta_0.1,85,0.14596038311719894,4,/home/minss/fl/DXFL/logs/lambda/adaptive/logs_js_granularity_temperature_canonical_no_feature/beta_0.1/seed0/js_client/cifar100_beta_0.1_js_client_tkd1p00_canonical_nofeat_seed0_r500.pkl
CIFAR-100,beta_0.1,86,0.11994828283786774,2,/home/minss/fl/DXFL/logs/lambda/adaptive/logs_js_granularity_temperature_canonical_no_feature/beta_0.1/seed0/js_client/cifar100_beta_0.1_js_client_tkd1p00_canonical_nofeat_seed0_r500.pkl
CIFAR-100,beta_0.1,87,0.09106986969709396,2,/home/minss/fl/DXFL/logs/lambda/adaptive/logs_js_granularity_temperature_canonical_no_feature/beta_0.1/seed0/js_client/cifar100_beta_0.1_js_client_tkd1p00_canonical_nofeat_seed0_r500.pkl
CIFAR-100,beta_0.1,88,0.14368771016597748,3,/home/minss/fl/DXFL/logs/lambda/adaptive/logs_js_granularity_temperature_canonical_no_feature/beta_0.1/seed0/js_client/cifar100_beta_0.1_js_client_tkd1p00_canonical_nofeat_seed0_r500.pkl
CIFAR-100,beta_0.1,89,0.09284527599811554,1,/home/minss/fl/DXFL/logs/lambda/adaptive/logs_js_granularity_temperature_canonical_no_feature/beta_0.1/seed0/js_client/cifar100_beta_0.1_js_client_tkd1p00_canonical_nofeat_seed0_r500.pkl
CIFAR-100,beta_0.1,90,0.09850594401359558,1,/home/minss/fl/DXFL/logs/lambda/adaptive/logs_js_granularity_temperature_canonical_no_feature/beta_0.1/seed0/js_client/cifar100_beta_0.1_js_client_tkd1p00_canonical_nofeat_seed0_r500.pkl
CIFAR-100,beta_0.1,91,0.07403031270951033,4,/home/minss/fl/DXFL/logs/lambda/adaptive/logs_js_granularity_temperature_canonical_no_feature/beta_0.1/seed0/js_client/cifar100_beta_0.1_js_client_tkd1p00_canonical_nofeat_seed0_r500.pkl
CIFAR-100,beta_0.1,92,0.1331200897693634,1,/home/minss/fl/DXFL/logs/lambda/adaptive/logs_js_granularity_temperature_canonical_no_feature/beta_0.1/seed0/js_client/cifar100_beta_0.1_js_client_tkd1p00_canonical_nofeat_seed0_r500.pkl
CIFAR-100,beta_0.1,93,0.1147540311018626,3,/home/minss/fl/DXFL/logs/lambda/adaptive/logs_js_granularity_temperature_canonical_no_feature/beta_0.1/seed0/js_client/cifar100_beta_0.1_js_client_tkd1p00_canonical_nofeat_seed0_r500.pkl
CIFAR-100,beta_0.1,94,0.09532387057940166,3,/home/minss/fl/DXFL/logs/lambda/adaptive/logs_js_granularity_temperature_canonical_no_feature/beta_0.1/seed0/js_client/cifar100_beta_0.1_js_client_tkd1p00_canonical_nofeat_seed0_r500.pkl
CIFAR-100,beta_0.1,95,0.11771561354398727,5,/home/minss/fl/DXFL/logs/lambda/adaptive/logs_js_granularity_temperature_canonical_no_feature/beta_0.1/seed0/js_client/cifar100_beta_0.1_js_client_tkd1p00_canonical_nofeat_seed0_r500.pkl
CIFAR-100,beta_0.1,96,0.11691558361053467,1,/home/minss/fl/DXFL/logs/lambda/adaptive/logs_js_granularity_temperature_canonical_no_feature/beta_0.1/seed0/js_client/cifar100_beta_0.1_js_client_tkd1p00_canonical_nofeat_seed0_r500.pkl
CIFAR-100,beta_0.1,97,0.10176936909556389,4,/home/minss/fl/DXFL/logs/lambda/adaptive/logs_js_granularity_temperature_canonical_no_feature/beta_0.1/seed0/js_client/cifar100_beta_0.1_js_client_tkd1p00_canonical_nofeat_seed0_r500.pkl
CIFAR-100,beta_0.1,98,0.11682638029257457,3,/home/minss/fl/DXFL/logs/lambda/adaptive/logs_js_granularity_temperature_canonical_no_feature/beta_0.1/seed0/js_client/cifar100_beta_0.1_js_client_tkd1p00_canonical_nofeat_seed0_r500.pkl
CIFAR-100,beta_0.1,99,0.11965841551621755,3,/home/minss/fl/DXFL/logs/lambda/adaptive/logs_js_granularity_temperature_canonical_no_feature/beta_0.1/seed0/js_client/cifar100_beta_0.1_js_client_tkd1p00_canonical_nofeat_seed0_r500.pkl
TinyImageNet,iid,0,0.22179332002997398,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,1,0.18858954310417175,1,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,2,0.2018151581287384,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,3,0.20916392654180527,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,4,0.24478915333747864,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,5,0.20560667912165323,6,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,6,0.21347558498382568,5,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,7,0.22569816807905832,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,8,0.19217118620872498,1,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,9,0.218321293592453,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,10,0.24216950684785843,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,11,0.21606867760419846,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,12,0.24039347171783448,5,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,13,0.21029041707515717,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,14,0.23217697938283285,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,15,0.2099146470427513,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,16,0.21924299746751785,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,17,0.23832255601882935,5,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,18,0.2340181072552999,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,19,0.20448541641235352,1,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,20,0.19393929839134216,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,21,0.2087613120675087,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,22,0.21590986847877502,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,23,0.23183712363243103,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,24,0.2295323796570301,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,25,0.21811712781588236,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,26,0.21546418964862823,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,27,0.222177321712176,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,29,0.20938299596309662,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,30,0.21087822690606117,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,31,0.2100396305322647,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,32,0.21599344909191132,5,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,33,0.21169941127300262,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,35,0.2252958081662655,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,36,0.21167763074239096,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,37,0.2077513486146927,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,38,0.19903047010302544,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,39,0.2101014256477356,1,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,40,0.2467398295799891,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,41,0.20265063643455505,1,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,42,0.24484448773520334,7,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,43,0.21599100033442178,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,44,0.20738725364208221,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,45,0.2247195929288864,5,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,46,0.23172596469521523,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,47,0.21548353880643845,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,48,0.22422787050406137,6,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,49,0.22926015406847,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,50,0.2151061793168386,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,51,0.23258855300290243,7,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,52,0.21743659178415933,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,53,0.22914776702721915,6,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,54,0.20966680347919464,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,55,0.19472019374370575,2,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,56,0.21764199435710907,1,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,57,0.20010289549827576,4,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,58,0.22939080893993377,5,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
TinyImageNet,iid,59,0.20343050360679626,3,/home/minss/fl/DXFL/logs/lambda/final/logs_js_client_ofat_extensions_seed0/dataset/tinyimagenet/tinyimagenet/iid/seed0/adaptive_js_client/tinyimagenet_dataset_tinyimagenet_iid_js_client_lmax1p00_tau0p85_tkd1p00_nofeat_canonical_seed0_r100.pkl
